用户ID,用户名,所在地,性别,认证状态,认证类型,认证理由,个人描述,信用等级,公司,学校,生日,创建时间,粉丝数,关注数,微博数,获评转赞总数,获评论数,获转发数,获点赞数
1058041337,嗝污哇瓜,福建,女,未认证,普通用户,无,我不管，听不到，往前走,信用较好,未知,未知,2008-06-07 双子座,2013-02-03 11:04:54,140,201,717,2276,896,27,"1,353"
1421568212,嘉木之栖,山西 太原,女,未认证,普通用户,无,早更的年代女，忙中偷闲地粉丝,信用较好,齐齐,武汉大学,1982-12-30 摩羯座,2011-10-01 12:08:45,123,953,4245,378,118,86,174
1845133812,嘟嘟要发奋涂墙,海外 其他,女,未认证,普通用户,无,没啥可说的,信用较好,未知,北京外国语大学,1994-07-17 巨蟹座,2010-10-07 20:33:20,336,625,247,204,63,42,99
7548707543,嘿来吃火锅啊,重庆,女,未认证,普通用户,无,,信用较好,未知,未知,2000-05-12 金牛座,2021-01-12 23:45:43,14,135,1260,1685,300,193,"1,192"
7766627423,噜啦12-,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2022-06-09 18:44:36,1,31,275,42,3,0,39
1932229237,四方郎中,山东,男,未认证,未知,无,天平男，自恋和自卑结合的矛盾体，喜欢找平衡，可是从来都在摇摆。,信用极好,青岛市中心医院,青岛一中,1982-10-23 天秤座,2011-01-24 00:51:57,1608,3482,68802,9905,"2,096","6,962",847
1672635137,四月不语,广东 深圳,男,未认证,普通用户,无,别了我年少的烦恼 寂寞与过眼云烟,信用极好,未知,未知, ,2009-12-22 18:06:43,284,649,2545,752,310,170,272
2340481403,四泉-先生-郭辉,天津 河北区,男,未认证,未知,无,一个性格爱走极端的人！忽冷忽热，热多冷少！,信用较好,未知,天津商业大学,金牛座,2011-09-03 11:10:13,1083,5029,241924,3952,538,"1,740","1,674"
5518066705,团团时圆,其他,女,未认证,普通用户,无,非著名快乐博主 心向远方自明朗 |自律✧|,信用较好,未知,未知,狮子座,2015-02-12 16:28:14,186,274,9561,2878,"1,204",85,"1,589"
1046485715,国东,海外,男,未认证,普通用户,无,,信用极好,未知,未知,2000-01-01 摩羯座,2009-08-28 16:34:03,58969,1451,56795,54.7万,"42,688","445,666","58,507"
1654474700,国贸为你而堵,北京 朝阳区,男,未认证,普通用户,无,独立思考，观察人性,信用较好,未知,未知,水瓶座,2010-11-13 22:51:37,395,633,7935,917,264,119,534
2785637082,圆奥萨,北京,男,未认证,普通用户,无,前端铁混子,信用较好,未知,北京邮电大学,1997-11-06 天蝎座,2012-04-28 12:52:45,132,293,444,481,310,41,130
5196985951,土立口wang,江苏,女,未认证,普通用户,无,岁月留下的猪,信用较好,未知,未知, ,2014-06-28 22:45:04,106,245,825,335,136,10,189
6788012570,土豆包CF,海外,女,未认证,普通用户,无,"If the end is not what you want, fight hard before the dust settles.",信用较好,未知,中国中医科学院,1987-10-22 天秤座,2018-10-23 01:23:12,3,107,1040,78,43,1,34
5768097887,在路上-__-,安徽 合肥,男,未认证,普通用户,无,Stay hungry   Stay foolish,信用较好,未知,未知,1997-09-10 处女座,2015-11-22 17:37:51,16,57,5,0,0,0,0
3604362134,在鱼缸里的,上海 黄浦区,女,未认证,普通用户,无,,信用较好,未知,未知,1978-10-17 天秤座,2013-07-09 16:00:42,244,2255,2820,162,131,0,31
1891154191,地球反三文鱼小队队长,山西 太原,女,未认证,普通用户,无,善良最珍贵,信用极好,未知,未知,1997-08-03 狮子座,2010-12-12 22:07:53,3119,540,389,4088,"2,760",1,"1,327"
7464213957,城端City,其他,女,已认证,企业,西安报业传媒集团融媒体发展有限公司官方微博,在城端，看城市。,信用较好,未知,未知, ,2020-06-28 10:17:40,142,134,7706,2213,767,149,"1,297"
7826353471,域境态,北京 东城区,女,未认证,普通用户,无,转发博主,信用一般,未知,未知,1900-01-01 摩羯座,2023-03-15 14:36:12,2,146,1025,94,18,2,74
7837940027,堂良明,其他,男,未认证,普通用户,无,,信用较好,未知,未知,双子座,2023-05-07 03:25:21,4,71,148,7,6,0,1
6254435407,士之耽兮亦不可脱也,其他,男,未认证,普通用户,无,Why not I with thine?,信用较好,未知,未知, ,2017-05-20 19:52:24,122,789,2125,40,8,1,31
7507084538,声声乌龙吨吨吨,湖南,男,未认证,普通用户,无,,信用较好,未知,未知, ,2020-09-27 01:05:45,17,442,2123,653,219,217,217
2269246002,壹子杯,江苏,男,未认证,普通用户,无,我愿意说，你愿意听。如此甚好,信用极好,未知,未知,,2011-07-26 17:20:36,229593,467,9166,20.4万,"78,643","41,848","83,179"
3321496530,夏日之阳新闻传播考研,北京,男,已认证,名人,教育博主 头条文章作者,咨询加微banxiakaoyan008，全国高校新传专硕学硕，广播电视mfa艺硕。以及中国传媒大学全专业辅导，有问必回！公众号：夏日之阳考研，中传考研解读,信用较好,未知,未知,1988-06-28 巨蟹座,2013-04-13 06:25:37,355764,1645,16519,82万,"136,989","95,130","587,773"
5448299458,夏瑾Harper,香港,女,未认证,普通用户,无,,信用较好,未知,未知,1984-12-25 摩羯座,2014-12-26 17:32:16,30,61,329,18,6,3,9
7826916521,多年的韭菜熬成了镰,黑龙江 牡丹江,男,未认证,普通用户,无,,信用较好,未知,未知,1981-07-17 巨蟹座,2023-03-17 20:26:20,8,63,36,13,2,3,8
2671441580,多肉西西_Ikuta,浙江 宁波,女,未认证,普通用户,无,❤未来はそんな悪くないよ！,信用极好,社会主义接班人,浙江大学,天秤座,2012-01-19 15:10:14,7247,259,2113,1.6万,"6,077","4,288","5,331"
5722644020,夜深无眠意,福建 厦门,男,未认证,普通用户,无,Pufferflip /C++ 3rdparty lib搬运工,信用较好,Truesight,福建师范大学,2000-06-01 双子座,2015-10-10 18:57:07,153,305,119,741,301,4,436
2136937455,夜间飞行小黄鱼,其他,男,未认证,普通用户,无,别那么骄傲,信用较好,未知,未知,处女座,2011-05-15 19:28:37,22,177,675,81,35,12,34
1157470210,大世界小生活,上海 黄浦区,女,未认证,普通用户,无,快快乐乐的一天。,信用较好,未知,未知,,2010-08-25 12:31:24,664,696,14002,1112,747,286,79
7761717861,大仁爱传播,福建 厦门,男,未认证,普通用户,无,诚恳的教书匠、倔强的学术民工（唯一微博号）,信用较好,未知,未知,1996-01-01 摩羯座,2022-05-23 09:39:13,1215,79,146,4246,633,486,"3,127"
2727458542,大力想出奇迹,北京 海淀区,女,未认证,普通用户,无,就是干！,信用较好,未知,未知,2015-03-03 双鱼座,2012-08-15 17:55:24,235,940,5988,1273,263,133,877
3170894924,大匠无弃材,江苏 无锡,男,未认证,普通用户,无,热爱生活，努力工作，锻炼身体，静心读书。,信用较好,未知,未知,1970-01-08 摩羯座,2013-01-27 18:47:59,2124,4563,43970,5105,837,547,"3,721"
7269701627,大南瓜汤,吉林,男,未认证,普通用户,无,,信用较好,未知,未知,水瓶座,2019-08-01 07:27:24,62,975,2657,149,66,1,82
7479750039,大地辉歌202007,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2020-07-15 11:38:03,173,2263,5201,512,293,10,209
6506094132,大海-捞鱼,辽宁 大连,男,未认证,普通用户,无,平庸的人,信用较好,机电,大连工业大学,1981-04-29 金牛座,2018-03-13 11:30:03,90,695,6339,368,331,0,37
2405731171,大盈子666666,福建 厦门,女,未认证,普通用户,无,,信用较好,未知,未知, ,2011-10-13 18:27:10,618,1530,8272,2554,"2,042",68,444
2133505900,大钊的大大钊的钊,河南 郑州,男,未认证,普通用户,无,一个平凡过日子的人 分享检验小日常,信用较好,未知,北京协和医学院,1990-12-27 摩羯座,2011-05-05 13:32:25,39,213,470,285,134,13,138
6864072366,天上名额有限人间故事大全just,其他,男,未认证,普通用户,无,让子弹再飞一会儿,信用较好,未知,未知, ,2018-11-25 20:18:31,41,68,108,91,21,3,67
7106704044,天上掉下来个孙悟空,新疆 博尔塔拉,男,未认证,普通用户,无,,信用较好,未知,未知,1968-12-22 摩羯座,2019-04-30 11:50:35,117,353,1159,236,20,1,215
7479548308,天凉无垢,浙江,男,未认证,普通用户,无,,信用较好,未知,未知,水瓶座,2020-07-10 16:39:12,44,345,1212,5321,"3,211",9,"2,101"
6854948956,天天向上日日快乐,山西,男,未认证,普通用户,无,你好，,信用较好,未知,未知,1996-09-07 处女座,2018-11-15 22:44:43,127,1038,14081,180,4,15,161
5455789164,天天看看观天下,浙江 丽水,女,未认证,普通用户,无,,信用较好,未知,景宁中学,2015-01-01 摩羯座,2015-01-01 23:35:18,23,318,1578,28,4,1,23
2726537103,天意2向来高难问,河北 保定,女,未认证,普通用户,无,尽人事  知天命,信用较好,未知,未知, ,2012-05-07 21:31:24,278,886,1472,64,18,16,30
6140308322,天海之鱼61,北京,女,未认证,普通用户,无,走南闯北 乐此不疲,信用较好,未知,未知, ,2017-02-12 14:40:46,4128,5183,9859,591,185,12,394
1899422257,天空空啊天空空,北京 海淀区,女,已认证,名人,超话主持人（巫师财经超话）,巫师大人家的自来水,信用较好,未知,未知,1989-01-22 水瓶座,2010-12-21 23:19:49,185,247,751,2303,502,53,"1,748"
3966271337,太行云飞,河北 邢台,男,未认证,普通用户,无,,信用较好,未知,未知,1974-12-01 射手座,2014-01-04 23:28:32,136,1231,6507,331,34,49,248
1750517963,失控小狮子,山东 临沂,女,未认证,未知,无,愿你始终不疑真心。,信用较好,未知,中南民族大学,2013-10-20 天秤座,2010-06-03 20:54:33,916,1349,9373,1.7万,"13,041","1,460","2,866"
6224426276,奇琦哈儿,其他,男,已认证,名人,超话主持人（联联PP平台超话）,把想的如实表达，把说的努力实践,信用较好,文化/艺术,复旦大学, ,2017-04-24 08:39:40,5893,2119,2504,33.6万,"32,823","97,161","205,902"
2114453310,奋斗的文博老师,浙江 杭州,男,未认证,普通用户,无,奋斗的肚爸，江浙地区考古文博大学老师,信用较好,未知,浙江大学,1993-05-04 金牛座,2011-05-18 17:28:40,306,1073,1531,588,307,71,210
2359694455,奶黄麻球不包邮,其他,女,未认证,普通用户,无,想见还得要努力,信用较好,未知,未知,天蝎座,2014-03-10 13:13:18,145,533,2768,7290,"1,873",565,"4,852"
6987184348,好中意你口既,河南,男,未认证,普通用户,无,,信用较好,未知,西南医科大学, ,2019-02-06 14:37:44,12,154,745,93,88,1,4
7495771929,好想幸运一点_,湖南,女,未认证,普通用户,无,希望26号一醒来就是好消息,信用较好,未知,未知,2002-02-20 双鱼座,2020-08-25 18:14:13,7,195,127,25,5,8,12
5509362503,好的名字能让朋友更快认识你,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2015-03-17 21:00:46,7,1414,5754,26,8,2,16
7412653501,如君安,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2020-03-14 13:57:35,10,75,57,597,191,3,403
2727390181,妙云MiaoYun,上海,女,未认证,普通用户,无,,信用极好,未知,未知,处女座,2012-04-19 00:14:25,448,355,2680,4564,"2,321",491,"1,752"
7365805137,妤莛12900,其他,男,未认证,普通用户,无,只想爸爸平平安安！健健康康！,信用较好,未知,未知, ,2020-01-01 18:03:32,6,46,741,29,18,1,10
5105831108,威瑟斯庞的勺子,其他,男,未认证,普通用户,无,,信用较好,未知,未知,2005-01-01 摩羯座,2014-04-12 16:27:21,111722,1917,14365,16.2万,"25,468","75,236","60,984"
5333806552,婉约在左豪放在右,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2014-10-15 11:56:33,36,260,2059,712,102,18,592
6066200021,婍花无叶,广东 广州,女,未认证,普通用户,无,,信用较好,未知,未知, ,2016-11-18 19:42:37,9,1278,685,67,64,0,3
7827919199,婳婳嬡嫿嫿,其他,女,未认证,普通用户,无,,信用一般,未知,未知,2000-03-24 白羊座,2023-03-24 10:52:45,1,67,45,15,3,0,12
5334907522,婷儿f1992,河北,女,未认证,普通用户,无,Do your best 从一个小白到财会.历经三年，需沉淀，需学习，需上进，,信用较好,未知,未知,1992-10-05 天秤座,2014-10-18 17:27:48,224,317,3029,757,230,103,424
2267732800,婺源土特产代购,广东 深圳,男,未认证,未知,无,脑残志坚,信用极好,未知,江西财经大学,摩羯座,2011-07-25 22:43:47,630,692,3842,5989,"3,981","1,074",934
1650676067,子安美人,广东 广州,男,未认证,未知,无,非常一般的黑魔法师,信用极好,未知,未知,,2012-01-16 21:25:39,591,616,6489,4605,"3,046",142,"1,417"
5220535718,孙其实-,湖北,女,未认证,普通用户,无,人永远要对生活保持警惕！,信用较好,未知,郑州大学,2002-11-05 天蝎座,2014-07-17 11:16:55,271,442,758,3252,"1,297",127,"1,828"
2189443472,孙小孃,上海 浦东新区,女,未认证,普通用户,无,一个人，两个人，三四个人，落入人群不识人；只因，一年，两年，三四年，不曾开口Say Hi。 你好，很高兴认识你。,信用较好,未知,厦门大学,,2011-06-23 22:50:57,736,4522,20831,1703,750,611,342
7699918867,孜然呼呼,山东 青岛,女,未认证,普通用户,无,越努力越幸运🌈,信用较好,未知,未知,2002-12-02 射手座,2021-09-16 22:36:10,32,391,674,2104,938,6,"1,160"
5931451657,孤立行走的猫-1,江苏 苏州,女,未认证,普通用户,无,即使生活得一贫如洗，也会富得流油的感受。,信用较好,未知,未知,1982-09-01 处女座,2016-05-13 22:36:53,71,168,927,64,7,4,53
5545466650,学术大观察,上海 徐汇区,男,已认证,名人,微博知名教育博主,学术界头部自媒体,信用极好,未知,上海交通大学,2015-03-08 双鱼座,2015-03-08 14:55:02,962148,1690,27465,739.5万,"648,977","2,217,988","4,528,164"
2789987841,学霸课长,北京 海淀区,男,已认证,名人,微博乡村振兴助威团成员 微博新知博主  作者 微博公益合伙人  2023年微博年度青年影响力博主,跟着课长一起探知未来。 商务合作VX：dechun1221,信用极好,未知,香港大学专业进修学院,摩羯座,2012-05-30 16:44:18,5071688,1134,19435,1605万,"950,835","2,057,576","13,041,342"
6479165422,宇宙到白头,其他,女,未认证,普通用户,无,可是我，有时候，宁愿选择留恋不放手,信用较好,未知,未知, ,2018-02-06 08:40:42,45,259,397,1021,429,7,585
2652186070,宇宙盗秘者,河北 邯郸,男,未认证,普通用户,无,生活当苦，良人当归..,信用极好,未知,河北地质大学,1994-02-21 双鱼座,2012-01-04 23:39:32,841,181,8068,3276,"1,489",198,"1,589"
7548738999,安琪教母君,其他,女,未认证,普通用户,无,我会不停让自己幸福,信用较好,未知,未知,天秤座,2021-01-10 19:23:39,63,575,3336,7062,"2,367",22,"4,673"
1685815193,宋师傅123,上海 金山区,男,未认证,普通用户,无,看图出奇迹，基本面毁一生！,信用较好,未知,未知,,2010-03-16 20:09:59,1341,1887,56316,3万,"6,479","20,347","3,283"
5235617151,实在没办法就好好睡觉,河南,男,未认证,普通用户,无,顺顺利利，平平安安,信用较好,未知,未知,2002-07-12 巨蟹座,2014-07-29 21:21:06,144,1375,4899,4642,"1,437",357,"2,848"
5590545266,宫哇哇哇,香港,男,未认证,普通用户,无,无,信用较好,未知,未知,1998-09-29 天秤座,2015-04-18 17:50:32,152,238,162,343,116,3,224
6585892993,家雀澳洲燕麦麸,其他,男,未认证,普通用户,无,一个普通的大学生，随处走走，热爱生活。目前话唠中。,信用较好,未知,未知, ,2018-06-27 16:24:57,26,777,1592,345,216,3,126
3065684995,密涅瓦的猫头鹰不必黄昏才起飞,其他,女,未认证,普通用户,无,请持续对抗生命的无意义,信用极好,未知,未知,巨蟹座,2012-10-23 22:55:57,199,558,1502,2975,"1,720",51,"1,204"
3306386893,寒江兰梦,广西 南宁,女,未认证,普通用户,无,寒江兰梦药批商,信用较好,寒江兰梦药批商行（淘宝网店）,未知,1994-09-04 处女座,2013-06-06 19:20:59,70,813,9858,130,11,25,94
2878648062,将深情豪掷,其他,女,未认证,普通用户,无,爱做梦的人。,信用较好,未知,未知,1995-11-10 天蝎座,2012-07-23 21:44:59,211,113,8861,3727,933,"1,075","1,719"
5694490745,小233宋,河北 石家庄,女,未认证,普通用户,无,这短短的一生，我们最终都会失去，你不妨大胆一些，爱一个人，攀一座山，追一个梦。,信用较好,未知,华北电力大学（保定）,双鱼座,2015-09-05 12:35:01,535,133,2910,3191,686,97,"2,408"
7750160413,小丸子最近在举铁,其他,女,未认证,普通用户,无,,信用较好,未知,未知,1998-04-10 白羊座,2022-04-10 09:47:05,18,197,235,429,124,4,301
3888604900,小二来瓶82年的冰可乐·_-,上海 宝山区,男,未认证,普通用户,无,没有无聊的人生 只有更寂寞的岁月.,信用较好,未知,未知,1996-04-28 金牛座,2013-11-04 15:30:50,331,2813,9226,178,117,24,37
1662513263,小人物的世界2008,上海 宝山区,男,未认证,普通用户,无,,信用较好,未知,未知, ,2012-06-29 22:40:08,136,646,3033,363,17,65,281
2709574651,小卓子笑红尘,河北 石家庄,男,未认证,普通用户,无,签签签签签派派派派派,信用较好,河北航空有限公司,中国民航大学,1991-05-20 金牛座,2012-04-16 09:30:46,345,1413,1362,231,76,49,106
